target,derog_cnt,collect_cnt,banruptcy_ind,inq_cnt06,inq_time_last,inq_finance_cnt24,tl_time_first,tl_time_last,tl_cnt03,tl_cnt12,tl_cnt24,tl_cnt,tl_sum,tl_max_sum,tl_sat_cnt,tl_del60_cnt,tl_bad_cnt24,tl75_util_cnt,tl50_util_cnt,tl_bal_hc_pct,tl_sat_pct,tl_del3060_cnt24,tl_del90_cnt24,tl_del60_cnt_all,tl_open_pct,tl_bad_derog_cnt,tl_del60_cnt24,tl_open24_pct
1,0,0,0,0,0.0,0,7,7,0,1,1,1.0,20151.09560810811,31205.900675675675,0.0,1,0,3.1216821785591176,4.0779041709755255,0.6482223724231159,0.0,2,0,1,1.0,0,1,1.0
1,2,2,0,2,2.0,2,102,10,0,1,3,4.0,8486.0,6876.0,3.0,7,5,3.0,3.0,1.23,0.2,0,5,7,0.4,7,5,0.75
1,1,1,0,16,1.0,15,246,16,0,0,4,12.0,49275.0,61570.0,16.0,1,0,5.0,7.0,0.8,0.67,0,2,2,0.67,2,2,0.33
1,8,8,0,7,3.0,27,35,4,0,6,14,4.0,15358.0,15641.0,12.0,1,1,3.0,3.0,0.98,0.71,0,1,1,0.24,5,1,3.5
1,1,1,0,8,1.0,6,113,4,0,6,8,8.0,61954.0,70652.0,15.0,0,0,8.0,8.0,0.88,0.39,3,1,5,0.44,2,2,1.0
1,0,0,0,0,12.0,1,181,12,0,1,7,11.0,9428.0,30070.0,13.0,0,0,6.0,7.0,0.31,0.79,0,0,1,0.79,0,0,0.64
1,0,0,0,6,1.0,6,258,6,0,2,5,7.0,4937.0,12345.0,8.0,0,0,4.0,4.0,0.4,0.55,3,0,0,0.64,0,0,0.71
1,0,0,0,9,1.0,30,112,15,0,0,5,8.0,10783.0,12757.0,16.0,2,2,5.0,7.0,0.85,0.42,0,2,2,0.33,2,2,0.63
1,8,4,1,0,9.0,5,126,4,0,2,5,4.0,1322.0,1406.0,7.0,4,1,3.0,3.0,0.94,0.42,0,1,5,0.33,5,1,1.25
1,2,2,0,3,1.0,5,220,14,0,0,4,4.0,14451.0,19365.0,6.0,2,2,2.0,3.0,0.75,0.38,2,2,4,0.5,3,3,1.0
1,3,1,1,10,0.0,18,102,16,0,0,5,6.0,42153.0,59710.0,8.0,2,0,1.0,4.0,0.71,0.29,3,1,3,0.43,2,2,0.83
1,0,0,0,5,0.0,13,119,2,1,8,13,14.0,18449.0,23295.0,18.0,2,0,9.0,12.0,0.79,0.65,0,1,3,0.61,1,1,0.93
1,0,0,0,0,7.0,0,61,29,0,0,0,2.0,4254.0,3190.0,1.0,4,2,2.0,2.0,1.33,0.2,0,2,3,0.4,2,2,0.0
1,5,4,1,3,1.0,4,410,8,0,3,6,3.0,3687.0,4174.0,9.0,2,1,3.0,3.0,0.88,0.46,0,1,3,0.23,1,1,2.0
1,5,1,0,5,3.0,8,168,4,0,5,5,7.0,18265.0,31927.0,9.0,7,4,3.0,3.0,0.57,0.28,3,5,10,0.39,7,7,0.71
1,1,0,1,7,1.0,13,159,4,0,2,2,5.0,15607.0,16688.0,6.0,4,3,3.0,5.0,0.94,0.31,0,3,6,0.38,3,3,0.4
1,6,0,1,4,1.0,5,87,10,0,2,2,1.0,2500.0,2500.0,1.0,6,1,1.0,1.0,1.0,0.11,0,1,7,0.11,2,1,2.0
1,0,0,0,3,1.0,5,145,15,0,0,1,4.0,9182.0,10248.0,12.0,0,0,3.0,4.0,0.9,0.33,3,0,2,0.27,0,2,0.25
1,2,2,0,7,1.0,6,116,25,0,0,0,2.0,6447.0,15874.0,7.0,2,1,0.0,1.0,0.41,0.09,2,1,3,0.18,2,2,0.0
1,0,0,0,1,2.0,3,123,8,0,2,6,10.0,24309.0,31071.0,15.0,0,0,6.0,7.0,0.78,0.44,3,0,0,0.63,0,0,0.6
1,2,2,0,8,0.0,4,132,9,0,1,2,11.0,38158.0,78090.0,18.0,3,3,6.0,6.0,0.49,0.38,3,4,7,0.42,5,5,0.18
1,0,0,0,5,2.0,2,213,3,1,4,6,20.0,65957.0,77972.0,30.0,0,0,13.0,15.0,0.85,0.69,0,0,0,0.63,0,0,0.3
1,2,1,0,2,0.0,5,176,14,0,0,2,2.0,509.0,509.0,1.0,3,1,1.0,1.0,1.0,0.0,2,2,4,0.4,2,3,1.0
1,0,0,0,7,1.0,14,107,2,1,3,9,15.0,36306.0,52120.0,29.0,5,4,6.0,10.0,0.7,0.28,3,7,7,0.38,7,7,0.6
1,12,11,0,6,1.0,9,112,24,0,0,1,8.0,7467.0,10160.0,13.0,12,7,5.0,6.0,0.73,0.12,0,9,14,0.32,19,9,0.13
1,3,2,0,1,0.0,5,101,6,0,3,7,11.0,16618.0,18277.0,27.0,3,1,5.0,5.0,0.91,0.45,3,1,5,0.33,1,5,0.64
1,0,0,0,10,1.0,12,202,2,1,4,5,7.0,3713.0,8255.0,13.0,1,1,3.0,3.0,0.45,0.19,3,2,5,0.44,2,3,0.71
1,6,5,0,11,0.0,26,174,2,1,4,8,7.0,12083.0,13360.0,23.0,4,1,5.0,5.0,0.9,0.21,1,2,4,0.21,5,2,1.14
1,2,1,1,0,20.0,1,130,93,0,0,0,3.0,9246.0,9246.0,5.0,8,1,2.0,2.0,1.0,0.08,0,2,9,0.23,3,2,0.0
1,1,0,1,4,0.0,2,216,8,0,2,9,12.0,32320.0,47288.0,21.0,15,3,6.0,7.0,0.68,0.32,0,3,16,0.29,3,3,0.75
1,1,0,1,5,0.0,4,125,2,1,2,6,6.0,18299.0,25671.0,10.0,0,0,4.0,5.0,0.71,0.45,3,0,0,0.55,0,0,1.0
1,5,1,1,1,1.0,3,325,9,0,1,2,10.0,9970.0,10991.0,14.0,17,2,6.0,6.0,0.91,0.32,0,3,17,0.32,3,3,0.2
1,0,0,0,1,2.0,1,99,23,0,0,1,5.0,5659.0,11930.0,7.0,1,1,1.0,1.0,0.47,0.3,0,2,2,0.5,2,2,0.2
1,1,1,0,2,0.0,3,275,13,0,0,2,8.0,5796.0,8541.0,15.0,9,4,3.0,4.0,0.68,0.36,2,4,14,0.32,5,5,0.25
1,0,0,0,2,1.0,2,139,10,0,3,8,16.0,12204.0,14562.0,30.0,0,0,9.0,11.0,0.84,0.61,3,0,3,0.48,0,2,0.5
1,0,0,1,0,7.0,5,29,6,0,5,9,11.0,40892.0,45188.0,14.0,1,0,9.0,9.0,0.9,0.8,1,0,1,0.73,0,0,0.82
1,0,0,0,9,1.0,4,108,3,1,1,1,3.0,7938.0,9706.0,4.0,2,2,1.0,1.0,0.82,0.14,0,2,2,0.43,2,2,0.33
1,7,6,0,2,0.0,9,121,8,0,5,9,5.0,36973.0,40206.0,9.0,2,2,5.0,5.0,0.92,0.5,2,2,3,0.42,5,3,1.8
1,0,0,0,1,5.0,1,189,13,0,0,2,10.0,1306.0,10491.0,20.0,1,0,2.0,2.0,0.12,0.57,2,0,1,0.48,0,1,0.2
1,8,3,0,3,2.0,1,240,4,0,2,2,6.0,7625.0,11553.0,5.0,4,2,0.0,2.0,0.66,0.27,0,5,6,0.55,12,5,0.33
1,0,0,0,1,2.0,0,42,5,0,3,3,5.0,7341.0,8866.0,5.0,0,0,3.0,4.0,0.83,1.0,0,0,0,1.0,0,0,0.6
1,0,0,0,4,1.0,0,153,13,0,0,3,12.0,47040.0,58953.0,22.0,0,0,4.0,9.0,0.8,0.17,3,0,4,0.5,0,3,0.25
1,4,4,0,5,1.0,10,221,8,0,1,4,7.0,31445.0,40749.0,10.0,0,0,2.0,4.0,0.77,0.42,3,0,2,0.58,1,0,0.57
1,0,0,0,5,0.0,5,197,5,0,2,4,6.0,882.0,5289.0,13.0,3,3,2.0,2.0,0.17,0.44,2,4,6,0.38,4,5,0.67
1,1,0,0,3,0.0,4,153,4,0,1,4,6.0,51251.0,62609.0,10.0,2,1,5.0,6.0,0.82,0.46,1,2,4,0.46,3,2,0.67
1,2,0,0,1,1.0,9,115,10,0,1,3,3.0,8702.0,11145.0,5.0,2,1,2.0,2.0,0.78,0.13,1,1,4,0.38,1,1,1.0
1,4,4,0,3,2.0,13,150,5,0,2,4,5.0,2001.0,2543.0,26.0,2,1,4.0,4.0,0.79,0.1,3,1,4,0.17,4,3,0.8
1,3,2,1,4,1.0,7,128,17,0,0,1,3.0,8286.0,11150.0,3.0,4,1,1.0,2.0,0.74,0.11,0,1,4,0.33,3,1,0.33
1,2,2,0,3,3.0,10,101,6,0,5,14,5.0,44615.0,47226.0,20.0,2,1,5.0,5.0,0.94,0.34,2,1,2,0.17,2,2,2.8
1,0,0,0,4,0.0,3,127,7,0,4,11,26.0,63184.0,86143.0,33.0,0,0,7.0,11.0,0.73,0.36,3,0,1,0.55,0,1,0.42
1,3,0,1,5,0.0,6,146,5,0,1,3,5.0,7244.0,12822.0,6.0,6,1,1.0,4.0,0.57,0.31,1,1,6,0.38,1,1,0.6
1,3,2,0,4,1.0,12,115,10,0,1,2,3.0,881.0,1156.0,4.0,2,0,1.0,2.0,0.76,0.33,2,0,2,0.5,1,1,0.67
1,3,3,0,8,1.0,6,158,6,0,3,10,19.0,30976.0,57824.0,31.0,1,1,5.0,10.0,0.54,0.66,0,3,4,0.59,4,3,0.53
1,1,1,0,8,0.0,3,39,2,1,5,8,10.0,15321.0,20966.0,9.0,1,0,2.0,3.0,0.73,0.75,2,0,1,0.83,1,1,0.8
1,2,1,0,0,8.0,3,39,12,0,1,1,1.0,18526.0,20911.0,1.0,1,1,1.0,1.0,0.89,0.0,0,1,1,0.5,3,1,1.0
1,0,0,0,0,12.0,0,552,4,0,2,5,5.0,26437.0,30927.0,18.0,1,0,5.0,5.0,0.85,0.4,2,0,1,0.25,0,1,1.0
1,3,3,0,8,0.0,8,153,9,0,1,2,4.0,23936.0,26959.0,12.0,1,0,3.0,3.0,0.89,0.53,1,0,1,0.27,3,0,0.5
1,3,3,0,3,2.0,7,109,4,0,2,3,5.0,29315.0,35760.0,9.0,2,1,2.0,3.0,0.82,0.27,3,1,1,0.45,3,1,0.6
1,1,1,0,0,10.0,4,21,2,1,4,6,4.0,14435.0,15787.0,5.0,0,0,3.0,3.0,0.91,0.83,0,0,0,0.67,0,0,1.5
1,0,0,0,1,1.0,4,215,7,0,2,4,15.0,42898.0,47670.0,21.0,0,0,14.0,14.0,0.9,0.9,0,0,0,0.71,0,0,0.27
1,3,1,0,1,3.0,6,125,11,0,1,1,2.0,0.0,208.0,1.0,4,1,0.0,0.0,0.0,0.2,0,1,4,0.4,4,1,0.5
1,3,0,1,1,5.0,0,122,32,0,0,0,2.0,7862.0,15922.0,4.0,7,1,0.0,0.0,0.49,0.15,0,1,8,0.15,1,1,0.0
1,2,3,0,7,1.0,0,91,8,0,5,6,4.0,17794.0,29352.0,8.0,2,0,0.0,2.0,0.61,0.27,3,0,3,0.36,1,2,1.5
1,6,5,1,7,1.0,10,96,4,0,7,11,8.0,9511.0,12501.0,15.0,13,1,6.0,7.0,0.76,0.39,0,1,13,0.26,4,1,1.38
1,0,0,0,3,1.0,3,109,3,1,1,1,7.0,3719.0,11528.0,8.0,3,2,1.0,2.0,0.32,0.23,2,4,6,0.54,4,5,0.14
1,0,0,0,5,0.0,7,393,13,0,0,2,11.0,30920.0,52290.0,36.0,1,1,2.0,4.0,0.59,0.45,0,1,1,0.29,1,1,0.18
1,0,0,0,3,0.0,3,107,13,0,0,5,14.0,58795.0,66406.0,28.0,0,0,10.0,11.0,0.89,0.62,0,0,0,0.48,0,0,0.36
1,9,5,1,7,0.0,2,246,27,0,0,0,6.0,18250.0,23750.0,4.0,15,4,3.0,3.0,0.77,0.0,3,5,19,0.24,8,7,0.0
1,2,1,1,0,9.0,0,12,12,0,1,1,1.0,204.0,200.0,1.0,0,0,1.0,1.0,1.02,1.0,0,0,0,1.0,1,0,1.0
1,0,0,0,2,0.0,9,113,6,0,4,7,23.0,41382.0,67192.0,36.0,0,0,12.0,19.0,0.62,0.67,2,0,1,0.64,0,1,0.3
1,0,0,0,9,1.0,6,282,5,0,4,6,18.0,35205.0,46981.0,33.0,3,1,6.0,9.0,0.75,0.44,3,5,8,0.44,5,5,0.33
1,0,0,0,7,1.0,12,150,1,1,4,9,9.0,43478.0,53607.0,18.0,0,0,5.0,5.0,0.81,0.5,3,1,4,0.41,1,1,1.0
1,0,0,0,0,0.0,0,190,24,0,0,1,11.0,11966.0,16962.0,22.0,0,0,5.0,7.0,0.71,0.57,3,1,5,0.48,1,5,0.09
1,0,0,0,9,1.0,12,270,13,0,0,2,9.0,28859.0,39039.0,13.0,1,0,2.0,4.0,0.74,0.38,3,0,4,0.56,0,2,0.22
1,0,0,0,0,0.0,0,245,27,0,0,0,8.0,21620.0,25326.0,7.0,2,1,5.0,5.0,0.85,0.33,2,4,5,0.67,4,5,0.0
1,0,0,0,1,3.0,0,24,19,0,0,3,3.0,5725.0,5310.0,1.0,2,2,3.0,3.0,1.08,0.33,0,2,2,1.0,2,2,1.0
1,0,0,0,2,2.0,3,72,17,0,0,2,5.0,31128.0,40006.0,4.0,1,1,3.0,4.0,0.78,0.17,2,1,2,0.83,1,2,0.4
1,1,0,1,1,2.0,2,101,5,0,1,2,6.0,18018.0,29097.0,6.0,11,4,3.0,4.0,0.62,0.21,0,4,11,0.32,4,4,0.33
1,3,2,1,5,3.0,5,107,16,0,0,1,2.0,167.0,167.0,2.0,3,1,1.0,1.0,1.0,0.33,0,1,3,0.33,3,1,0.5
1,2,2,0,8,1.0,5,171,42,0,0,0,8.0,5960.0,11379.0,15.0,4,2,1.0,3.0,0.52,0.15,3,2,8,0.4,4,5,0.0
1,0,0,0,4,1.0,7,176,4,0,7,17,26.0,62359.0,117515.0,40.0,0,0,9.0,9.0,0.53,0.65,2,0,1,0.57,0,1,0.65
1,5,4,1,8,1.0,2,146,4,0,1,2,4.0,10416.0,14089.0,9.0,5,2,2.0,3.0,0.74,0.38,0,2,7,0.25,3,2,0.5
1,2,2,0,5,1.0,1,44,10,0,1,2,2.0,3584.0,3000.0,2.0,1,1,1.0,1.0,1.19,0.33,0,1,1,0.67,1,1,1.0
1,0,0,0,6,1.0,6,285,3,1,1,3,5.0,10913.0,20643.0,10.0,2,1,2.0,2.0,0.53,0.2,0,1,6,0.33,1,1,0.6
1,0,0,0,3,1.0,4,106,24,0,0,1,4.0,17270.0,37094.0,10.0,3,3,0.0,1.0,0.47,0.29,2,3,4,0.29,3,4,0.25
1,0,0,0,6,1.0,6,329,1,1,6,10,15.0,32974.0,33371.0,20.0,2,0,10.0,11.0,0.99,0.55,2,1,3,0.48,1,2,0.67
1,2,1,0,2,2.0,5,252,11,0,1,1,10.0,18937.0,40676.0,7.0,7,3,2.0,5.0,0.47,0.05,3,7,14,0.53,9,9,0.1
1,0,0,0,0,0.0,0,134,11,0,1,5,8.0,27710.0,36667.0,15.0,6,1,4.0,7.0,0.76,0.12,3,4,11,0.31,4,8,0.63
1,1,1,0,5,1.0,10,86,3,1,1,2,4.0,23963.0,32942.0,3.0,1,0,2.0,2.0,0.73,0.17,3,0,2,0.67,1,2,0.5
1,0,0,0,8,1.0,7,163,5,0,2,2,8.0,13563.0,16040.0,15.0,0,0,3.0,5.0,0.85,0.47,2,0,4,0.53,0,1,0.25
1,0,0,0,1,5.0,1,107,7,0,1,1,8.0,27981.0,29835.0,12.0,0,0,5.0,6.0,0.94,0.36,3,0,0,0.57,0,0,0.13
1,7,4,1,6,2.0,9,140,3,1,2,6,8.0,14829.0,21060.0,15.0,0,0,6.0,7.0,0.7,0.41,1,0,1,0.47,2,0,0.75
1,1,1,0,4,4.0,2,161,6,0,2,4,18.0,63800.0,84422.0,29.0,0,0,8.0,13.0,0.76,0.44,3,0,3,0.53,0,2,0.22
1,0,0,0,7,0.0,7,158,17,0,0,3,7.0,27288.0,35693.0,23.0,2,0,3.0,5.0,0.76,0.13,3,2,5,0.23,2,4,0.43
1,0,0,0,0,0.0,0,273,5,0,1,2,16.0,78533.0,87254.0,17.0,3,0,9.0,11.0,0.9,0.36,3,2,3,0.64,2,2,0.13
1,3,2,1,3,5.0,5,145,1,1,3,5,6.0,1437.0,11019.0,12.0,12,2,3.0,3.0,0.13,0.24,0,3,14,0.24,5,3,0.83
1,0,0,0,3,0.0,0,320,6,0,1,6,6.0,11040.0,10035.0,8.0,19,15,3.0,3.0,1.1,0.03,2,19,24,0.18,19,20,1.0
1,0,0,0,2,1.0,2,189,9,0,1,4,14.0,61279.0,73460.0,28.0,0,0,10.0,10.0,0.83,0.53,2,0,1,0.47,0,1,0.29
1,2,2,0,9,0.0,7,49,5,0,6,10,11.0,11611.0,18579.0,15.0,0,0,4.0,7.0,0.63,0.88,0,0,0,0.69,1,0,0.91
1,3,2,0,8,1.0,4,290,5,0,1,1,3.0,10321.0,11889.0,7.0,1,1,1.0,1.0,0.87,0.22,1,1,6,0.33,2,1,0.33
1,0,0,0,3,1.0,0,170,5,0,1,4,5.0,2781.0,21571.0,14.0,0,0,2.0,2.0,0.13,0.44,2,1,2,0.31,1,2,0.8
1,0,0,0,6,1.0,7,76,11,0,1,5,5.0,8611.0,9326.0,14.0,1,0,3.0,4.0,0.92,0.58,0,0,2,0.26,0,0,1.0
1,1,0,0,2,5.0,2,148,7,0,1,4,6.0,42142.0,52945.0,6.0,3,1,4.0,5.0,0.8,0.56,0,1,3,0.67,1,1,0.67
1,2,1,1,3,2.0,12,109,8,0,4,6,3.0,3372.0,3441.0,5.0,8,3,2.0,2.0,0.98,0.18,3,3,10,0.18,4,5,2.0
1,0,0,0,2,2.0,7,139,14,0,0,2,12.0,8336.0,29630.0,19.0,0,0,4.0,5.0,0.28,0.52,3,0,2,0.52,0,1,0.17
1,0,0,0,3,1.0,2,99,20,0,0,3,8.0,14221.0,22324.0,14.0,1,0,3.0,4.0,0.64,0.67,0,0,2,0.53,0,0,0.38
1,4,1,0,0,11.0,2,219,10,0,1,1,3.0,3416.0,13973.0,1.0,1,0,0.0,0.0,0.24,0.0,2,1,3,0.5,2,2,0.33
1,5,5,0,8,1.0,10,294,3,1,4,9,9.0,54643.0,62295.0,28.0,0,0,4.0,6.0,0.88,0.45,2,0,4,0.27,3,1,1.0
